Zip Code,school,Type,City,State,State FIPS,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Retention Rate,Student Faculty Ratio
93311,california state university bakersfield,4,bakersfield,CA,6,11.0,10274.0,,0.8819,0.125161847216,5825.0,,18815.0,16600.0,51171.0,44600.0,0.7623,16.0
95382,california state university stanislaus,4,turlock,CA,6,23.0,10561.0,,0.9747,0.535947712418,5671.0,,18542.0,13540.0,54955.0,42700.0,0.8046,16.0
92407,california state university san bernardino,4,san bernardino,CA,6,12.0,10810.0,,0.9825,0.547338568935,5918.0,,16910.0,14715.0,51273.0,42400.0,0.7876,19.0
91768,california state polytechnic university pomona,4,pomona,CA,6,21.0,11656.0,,0.737,0.625288535522,11580.0,,22672.0,16000.0,64008.0,49400.0,0.8743,23.0
95929,california state university chico,4,chico,CA,6,12.0,10386.0,,0.9372,0.617200217037,14838.0,,25590.0,16552.0,58630.0,48300.0,0.8183,20.0
90747,california state university dominguez hills,4,carson,CA,6,13.0,10743.0,,0.9132,0.552723059096,3659.0,,15449.0,13807.0,53788.0,41800.0,0.6792,18.0
93740,california state university fresno,4,fresno,CA,6,11.0,10275.0,,0.9638,0.511571744818,6480.0,,18650.0,14505.0,51924.0,43400.0,0.7676,18.0
92832,california state university fullerton,4,fullerton,CA,6,21.0,11109.0,,0.8674,0.662209528755,5646.0,,16767.0,13750.0,56954.0,44800.0,0.8523,22.0
94542,california state university east bay,4,hayward,CA,6,21.0,11430.0,,0.9681,0.5106685633,11276.0,,22803.0,16544.0,64657.0,51700.0,0.7671,17.0
90840,california state university long beach,4,long beach,CA,6,11.0,11149.0,,0.4712,0.717224744608,8931.0,,20310.0,14289.0,56802.0,46200.0,0.8537,19.0
90032,california state university los angeles,4,los angeles,CA,6,11.0,11197.0,,0.9193,0.515903927296,4113.0,,17153.0,13000.0,51588.0,44200.0,0.7318,19.0
91330,california state university northridge,4,northridge,CA,6,11.0,11094.0,,0.9315,0.565212565213,7599.0,,20317.0,13872.0,51871.0,43500.0,0.7455,21.0
95819,california state university sacramento,4,sacramento,CA,6,11.0,10624.0,,0.9362,0.583096484667,10512.0,,22714.0,15000.0,58491.0,48100.0,0.8067,21.0
94720,university of california berkeley,4,berkeley,CA,6,12.0,20183.0,,0.1166,0.751293995859,14979.0,,42708.0,13000.0,84865.0,68100.0,0.9631,18.0
95616,university of california davis,4,davis,CA,6,23.0,17719.0,,0.4163,0.762075134168,15288.0,,38067.0,13000.0,71209.0,56600.0,0.9258,21.0
92697,university of california irvine,4,irvine,CA,6,11.0,18213.0,,0.2557,0.787461459404,12840.0,,36121.0,15000.0,67970.0,54300.0,0.9245,18.0
90095,university of california los angeles,4,los angeles,CA,6,11.0,21778.0,,0.0873,0.790731204943,14013.0,,36643.0,14000.0,72864.0,63900.0,0.9666,18.0
92521,university of california riverside,4,riverside,CA,6,11.0,16295.0,,0.633,0.69415218987,13707.0,,34975.0,17500.0,59554.0,45300.0,0.8779,23.0
92093,university of california san diego,4,la jolla,CA,6,11.0,18460.0,,0.2452,0.834979523007,11750.0,,36325.0,15500.0,77893.0,58900.0,0.9364,19.0
94143,university of california san francisco,1,san francisco,CA,6,11.0,14678.0,,,,,,,,,133100.0,,
93106,university of california santa barbara,4,santa barbara,CA,6,22.0,19799.0,,0.2778,0.530453447813,13825.0,,36776.0,13993.0,68092.0,52100.0,0.9213,17.0
95064,university of california santa cruz,4,santa cruz,CA,6,13.0,16951.0,,0.6254,0.714147909968,16607.0,,38649.0,16666.0,59302.0,44700.0,0.8879,22.0
94303,sofia university,6,palo alto,CA,6,13.0,6774.0,,,,,,,,,,,11.0
95354,california beauty school,12,modesto,CA,6,12.0,,,,0.807692307692,,11547.0,,,28158.0,,,12.0
92840,haven university,2,garden grove,CA,6,21.0,1500.0,,,,,,,,,,0.5,16.0
91942,california hair design academy,12,la mesa,CA,6,21.0,,,,0.781456953642,,40350.0,,6333.0,23629.0,19300.0,,16.0
91355,california institute of arts,5,valencia,CA,6,21.0,10050.0,,0.2595,0.724137931034,,47183.0,78425.0,25000.0,36250.0,42700.0,0.8549,7.0
94590,california state university maritime academy,4,vallejo,CA,6,12.0,11356.0,,0.9873,0.624390243902,17555.0,,27138.0,24965.0,100202.0,85900.0,0.7412,10.0
92101,california western school of law,2,san diego,CA,6,11.0,12652.0,,,,,,,,,78200.0,,
94061,canada college,7,redwood city,CA,6,21.0,11843.0,,,0.08,10.0,,9514.0,,51687.0,39800.0,,26.0
91355,college of canyons,7,santa clarita,CA,6,21.0,13677.0,,,0.064614050304,2114.0,,10243.0,9612.0,42367.0,40200.0,,24.0
92845,career academy of beauty,12,garden grove,CA,6,21.0,,,,0.805755395683,,19101.0,,6333.0,21386.0,25900.0,,20.0
91403,casa loma college los angeles,8,sherman oaks,CA,6,11.0,4015.0,,0.3641,0.732558139535,,27721.0,,26791.0,46598.0,48500.0,0.7333,19.0
92102,cet san diego,11,san diego,CA,6,11.0,,,,0.815315315315,,19875.0,,7041.0,32555.0,25100.0,,28.0
95110,cet san jose,11,san jose,CA,6,11.0,,,,0.815315315315,,15045.0,,7041.0,32555.0,25100.0,,18.0
92243,cet el centro,11,el centro,CA,6,13.0,,,,0.815315315315,,19211.0,,7041.0,32555.0,25100.0,,19.0
92324,cet colton,11,colton,CA,6,21.0,,,,0.815315315315,,15800.0,,7041.0,32555.0,25100.0,,21.0
95076,cet watsonville,11,watsonville,CA,6,13.0,,,,0.815315315315,,1532.0,,7041.0,32555.0,25100.0,,21.0
93906,cet salinas,11,salinas,CA,6,12.0,,,,0.815315315315,,6804.0,,7041.0,32555.0,25100.0,,27.0
90650,cerritos college,10,norwalk,CA,6,21.0,14412.0,,,0.04796107507,693.0,,8409.0,8447.0,36664.0,33100.0,,38.0
93555,cerro coso community college,7,ridgecrest,CA,6,41.0,11849.0,,,0.026178010471,6078.0,,15161.0,,35160.0,27500.0,,25.0
94545,chabot college,7,hayward,CA,6,21.0,12995.0,,,0.051619989017,4616.0,,12953.0,9500.0,44450.0,37600.0,,23.0
91737,chaffey college,7,rancho cucamonga,CA,6,21.0,12023.0,,,0.008701787394,5743.0,,13553.0,,37516.0,31600.0,,21.0
92866,chapman university,5,orange,CA,6,12.0,13180.0,1353.0,0.5561,0.764705882353,,47527.0,81327.0,20500.0,67467.0,52800.0,0.9056,12.0
90059,charles r drew university of medicine and science,5,los angeles,CA,6,21.0,9490.0,,0.3878,0.845070422535,,27789.0,33973.0,18750.0,74428.0,74200.0,0.6377,4.0
92612,concordia university irvine,5,irvine,CA,6,11.0,7778.0,,0.5986,0.612085769981,,28046.0,56500.0,24247.0,58783.0,44300.0,0.7255,13.0
92071,san diego christian college,5,santee,CA,6,21.0,8527.0,,0.6281,0.234615384615,,7871.0,40057.0,24941.0,39718.0,35900.0,0.3916,10.0
94709,church divinity school of pacific,2,berkeley,CA,6,12.0,12998.0,,,,,,,,,,,
91741,citrus college,10,glendora,CA,6,21.0,11217.0,,,0.060668592654,3800.0,,12412.0,7851.0,36939.0,31700.0,,24.0
95610,citrus heights beauty college,12,citrus heights,CA,6,21.0,,,,,,30408.0,,6333.0,,,,14.0
94112,city college of san francisco,10,san francisco,CA,6,11.0,11237.0,,,0.066307501036,7272.0,,17007.0,8218.0,41474.0,37200.0,,23.0
91711,claremont graduate university,2,claremont,CA,6,21.0,14439.0,,,,,,,,,,,
91711,claremont mckenna college,5,claremont,CA,6,21.0,16211.0,1514.0,0.1112,0.866141732283,,27384.0,82127.0,13500.0,105942.0,80600.0,0.9602,8.0
93277,milan institute visalia,12,visalia,CA,6,12.0,,,,0.781150159744,,28638.0,,8124.0,32138.0,24400.0,,12.0
93611,clovis adult education,10,clovis,CA,6,21.0,,,,0.756097560976,,,,,43006.0,39200.0,,18.0
92708,coastline community college,7,fountain valley,CA,6,13.0,13630.0,,,0.12243502052,9605.0,,17984.0,8250.0,43914.0,39600.0,,32.0
95134,university of silicon valley,6,san jose,CA,6,11.0,8319.0,,0.5131,0.364864864865,,30799.0,36361.0,31000.0,43709.0,55000.0,0.5577,13.0
92801,coba academy,12,anaheim,CA,6,11.0,,,,,,16761.0,,6333.0,23359.0,24000.0,,13.0
91766,western university of health sciences,2,pomona,CA,6,21.0,11847.0,,,,,,,,,110800.0,,
95370,columbia college,7,sonora,CA,6,41.0,9793.0,,,0.06711409396,15468.0,,19688.0,,34920.0,30700.0,,20.0
90015,california college of asu,5,los angeles,CA,6,11.0,6406.0,,,0.430921052632,,30320.0,33732.0,25000.0,41643.0,36300.0,0.3636,9.0
90221,compton college,7,compton,CA,6,21.0,11652.0,,,0.033707865169,11103.0,,17782.0,,32747.0,,,17.0
94806,contra costa college,10,san pablo,CA,6,21.0,11023.0,,,0.027245206862,6522.0,,14511.0,,35798.0,34500.0,,20.0
95823,cosumnes river college,7,sacramento,CA,6,11.0,10686.0,,,0.069551777434,4648.0,,12005.0,10722.0,38081.0,32800.0,,30.0
92339,crafton hills college,7,yucaipa,CA,6,21.0,11051.0,,,0.074901445466,10655.0,,18384.0,,37703.0,37100.0,,19.0
93403,cuesta college,10,san luis obispo,CA,6,41.0,12090.0,,,0.122690317812,12898.0,,20561.0,13750.0,42739.0,40000.0,,27.0
92019,cuyamaca college,7,el cajon,CA,6,21.0,10572.0,,,0.04469646431,6187.0,,15940.0,,35992.0,29900.0,,25.0
90630,cypress college,10,cypress,CA,6,13.0,13349.0,,,0.042498937527,4683.0,,15752.0,10000.0,40514.0,37200.0,,23.0
95014,de anza college,7,cupertino,CA,6,13.0,11456.0,,,0.070623916811,4667.0,,13167.0,5625.0,51602.0,44700.0,,24.0
92260,international school of beauty inc,12,palm desert,CA,6,13.0,,,,0.794117647059,,13450.0,,7083.0,20048.0,,,25.0
92260,college of desert,7,palm desert,CA,6,13.0,11492.0,,,0.130290061816,11812.0,,20053.0,,34631.0,32200.0,,25.0
92121,design institute of san diego,6,san diego,CA,6,11.0,6549.0,,0.875,0.473684210526,,31293.0,42093.0,36844.0,54686.0,39300.0,0.6316,7.0
95482,dharma realm buddhist university,14,ukiah,CA,6,33.0,,,,,,,,,,,,
94523,diablo valley college,7,pleasant hill,CA,6,21.0,11276.0,,,0.062079668908,6142.0,,14804.0,10021.0,45663.0,40600.0,,24.0
94901,dominican university of california,5,san rafael,CA,6,13.0,9432.0,1194.0,0.9562,0.705882352941,,50218.0,68620.0,27000.0,79660.0,56700.0,0.8671,8.0
94708,dominican school of philosophy&theology,2,berkeley,CA,6,12.0,5318.0,,,,,,,,,,,
91754,east los angeles college,7,monterey park,CA,6,21.0,12540.0,,,0.055466666667,9791.0,,18645.0,10500.0,38224.0,32900.0,,30.0
90506,el camino community college district,7,torrance,CA,6,21.0,12762.0,,,0.029059393321,5170.0,,13376.0,,37120.0,31900.0,,27.0
90403,emperors college of traditional oriental medicine,3,santa monica,CA,6,13.0,,,,,,,,,,,,
95403,empire college,3,santa rosa,CA,6,12.0,,,,0.696774193548,,,,13000.0,43818.0,31300.0,,
95135,evergreen valley college,7,san jose,CA,6,11.0,16877.0,,,0.073055773763,12591.0,,22557.0,13219.0,45344.0,36000.0,,27.0
90015,fidm fashion institute of design&merchandising,9,los angeles,CA,6,11.0,4493.0,,0.415,0.740950226244,,41493.0,53393.0,13734.0,43436.0,40500.0,0.8584,13.0
95971,feather river community college district,7,quincy,CA,6,43.0,12374.0,,,0.271966527197,6520.0,,16502.0,10750.0,35905.0,28700.0,0.8333,15.0
95834,federico beauty institute,12,sacramento,CA,6,21.0,,,,0.885167464115,,25736.0,,6333.0,24757.0,25100.0,,15.0
93105,fielding graduate university,2,santa barbara,CA,6,13.0,6781.0,,,,,,,,,,,
95062,five branches university,3,santa cruz,CA,6,22.0,,,,,,,,,,,,
90505,redondo beach beauty college,12,torrance,CA,6,12.0,,,,,,,,,,,,20.0
94022,foothill college,10,los altos hills,CA,6,21.0,11800.0,,,0.043217286915,7549.0,,15772.0,10500.0,55055.0,55800.0,1.0,22.0
92110,franciscan school of theology,2,san diego,CA,6,11.0,7662.0,,,,,,,,,,,
95501,fredrick and charles beauty college,12,eureka,CA,6,33.0,,,,,,14402.0,,,15726.0,,,22.0
93741,fresno city college,7,fresno,CA,6,11.0,11385.0,,,0.067251461988,1699.0,,12063.0,4058.0,31711.0,28700.0,,26.0
93702,fresno pacific university,5,fresno,CA,6,11.0,8134.0,,0.5752,0.549661399549,,14317.0,42673.0,23146.0,55335.0,41300.0,0.7765,8.0
91182,fuller theological seminary,2,pasadena,CA,6,12.0,8304.0,,,,,,,,,,,
92832,fullerton college,7,fullerton,CA,6,21.0,13188.0,,,,8090.0,,16206.0,4500.0,38423.0,34600.0,,24.0
95020,gavilan college,7,gilroy,CA,6,41.0,11659.0,,,0.129837702871,2244.0,,10484.0,,40875.0,32800.0,,24.0
92008,gemological institute of america carlsbad,11,carlsbad,CA,6,12.0,,,,,,31435.0,,,43328.0,42100.0,,9.0
91208,glendale community college,7,glendale,CA,6,12.0,10159.0,,,0.067082111437,7461.0,,15802.0,8972.0,37532.0,33800.0,,25.0
91203,glendale career college,9,glendale,CA,6,12.0,6474.0,,,0.628726287263,,46212.0,,9500.0,39493.0,31100.0,,20.0
94105,golden gate university,5,san francisco,CA,6,11.0,9992.0,,,0.393939393939,,,,29875.0,86645.0,81800.0,,10.0
92647,golden west college,7,huntington beach,CA,6,21.0,13842.0,,,0.090813093981,2861.0,,12206.0,7179.0,40575.0,37300.0,,26.0
94709,graduate theological union,2,berkeley,CA,6,12.0,8048.0,,,,,,,,,,,
92020,grossmont college,7,el cajon,CA,6,21.0,11224.0,,,0.0395256917,2755.0,,11543.0,8625.0,36922.0,34000.0,,23.0
92506,salon success academy riverside,12,riverside,CA,6,11.0,,,,0.754716981132,,13095.0,,11884.0,,18800.0,,15.0
93901,hartnell college,7,salinas,CA,6,12.0,11716.0,,,0.063550036523,2895.0,,12050.0,,40002.0,32100.0,,22.0
91711,harvey mudd college,5,claremont,CA,6,21.0,14751.0,1537.0,0.1306,0.907407407407,,32492.0,84896.0,25000.0,144598.0,99300.0,0.9697,8.0
94014,hilltop beauty school,12,daly city,CA,6,21.0,,,,0.666666666667,,,,,21362.0,25600.0,,15.0
93013,pacifica graduate institute,3,carpinteria,CA,6,41.0,8297.0,,,,,,,,,,,
95521,california state polytechnic university humboldt,4,arcata,CA,6,33.0,10596.0,,0.9883,0.49886518384,13167.0,,24412.0,18000.0,44299.0,35300.0,0.7499,14.0
95207,humphreys university stockton and modesto campuses,5,stockton,CA,6,11.0,6176.0,,,0.348258706468,,11410.0,20286.0,35500.0,38746.0,31100.0,1.0,5.0
92251,imperial valley college,7,imperial,CA,6,41.0,11834.0,,,0.064431639602,1697.0,,12466.0,,33537.0,26900.0,,33.0
95051,institute for business and technology,12,santa clara,CA,6,12.0,5872.0,,,0.78453038674,,25471.0,,7853.0,39106.0,33000.0,,36.0
92660,interior designers institute,9,newport beach,CA,6,13.0,,,,0.558139534884,,,,22082.0,40138.0,46200.0,,6.0
92618,irvine valley college,7,irvine,CA,6,11.0,12857.0,,,0.05753968254,1886.0,,11750.0,6500.0,43391.0,36300.0,,30.0
92021,bellus academy el cajon,12,el cajon,CA,6,21.0,,,,0.805555555556,,29547.0,,6333.0,25514.0,23900.0,,13.0
90077,american jewish university,11,los angeles,CA,6,11.0,12338.0,,,,,,,,31398.0,,,10.0
93654,reedley college,10,reedley,CA,6,32.0,11346.0,,,0.044485070079,1584.0,,11413.0,2819.0,34022.0,27500.0,,22.0
91773,life pacific university,5,san dimas,CA,6,21.0,6177.0,,0.9395,0.486187845304,,22343.0,33193.0,22395.0,37180.0,33400.0,0.6261,11.0
91750,university of la verne,5,la verne,CA,6,21.0,10820.0,1116.0,0.4848,0.540900443881,,26925.0,61564.0,23500.0,64268.0,49000.0,0.7663,11.0
92651,laguna college of art and design,5,laguna beach,CA,6,41.0,7673.0,,0.7761,0.544642857143,,42354.0,56183.0,27000.0,41722.0,40000.0,0.8093,9.0
96150,lake tahoe community college,7,south lake tahoe,CA,6,41.0,9620.0,,,0.091703056769,10975.0,,17731.0,,37715.0,28500.0,,22.0
93534,lancaster beauty school,12,lancaster,CA,6,21.0,,,,0.905982905983,,21235.0,,6333.0,25787.0,18700.0,,25.0
94607,laney college,7,oakland,CA,6,11.0,11650.0,,,0.045007032349,15805.0,,22777.0,,32661.0,30500.0,,31.0
96130,lassen community college,7,susanville,CA,6,33.0,7969.0,,,0.07881773399,7677.0,,17063.0,,37958.0,29900.0,,14.0
91746,latin american bible institute,8,la puente,CA,6,21.0,,,0.6818,,,9140.0,14780.0,,,,0.6429,8.0
94545,life chiropractic college west,2,hayward,CA,6,21.0,7842.0,,,,,,,,,,,
94612,lincoln university,5,oakland,CA,6,11.0,5583.0,,,,,,,,58262.0,,1.0,16.0
92019,southern california seminary,5,el cajon,CA,6,21.0,5956.0,,,,,,,,41337.0,,,9.0
92505,la sierra university,5,riverside,CA,6,11.0,8180.0,,0.933,0.338003502627,,26217.0,49365.0,27000.0,52107.0,49000.0,0.7956,11.0
92350,loma linda university,5,loma linda,CA,6,21.0,11167.0,,,0.887005649718,,,,20854.0,89709.0,84200.0,,3.0
90808,long beach city college,10,long beach,CA,6,11.0,7932.0,,,0.016039481801,5001.0,,12664.0,10500.0,35346.0,30000.0,,28.0
90604,southern california university of health sciences,11,whittier,CA,6,21.0,8520.0,,,,,45633.0,50742.0,11400.0,41155.0,,,10.0
90744,los angeles harbor college,7,wilmington,CA,6,11.0,12086.0,,,0.048727272727,11245.0,,19463.0,,36215.0,35900.0,,28.0
91371,los angeles pierce college,7,woodland hills,CA,6,11.0,12494.0,,,0.044588155208,11196.0,,19844.0,12936.0,37247.0,35400.0,,27.0
90047,los angeles southwest college,7,los angeles,CA,6,21.0,11581.0,,,0.047754811119,6683.0,,14768.0,,29752.0,28200.0,,20.0
90015,los angeles trade technical college,10,los angeles,CA,6,11.0,12669.0,,,0.092819614711,10658.0,,18516.0,10500.0,32971.0,30000.0,,25.0
91401,los angeles valley college,7,valley glen,CA,6,11.0,12465.0,,,0.047704447633,10200.0,,18625.0,10500.0,37042.0,33800.0,,27.0
91321,masters university and seminary,5,santa clarita,CA,6,21.0,7859.0,,0.7589,0.59706959707,,32121.0,48682.0,20500.0,49974.0,41300.0,0.8555,14.0
90029,los angeles city college,7,los angeles,CA,6,11.0,13069.0,,,0.035073068894,7532.0,,16176.0,12750.0,32385.0,29900.0,,30.0
90033,los angeles county college of nursing and allied health,7,los angeles,CA,6,11.0,11986.0,,,0.848484848485,,,,9500.0,112263.0,88000.0,,3.0
91342,los angeles mission college,7,sylmar,CA,6,11.0,12181.0,,,0.042640990371,11972.0,,19525.0,12678.0,37621.0,31400.0,,33.0
94565,los medanos college,7,pittsburg,CA,6,21.0,11177.0,,,0.099860335196,5692.0,,13850.0,,39218.0,34100.0,,23.0
90045,loyola marymount university,5,los angeles,CA,6,11.0,13292.0,,0.4029,0.711720226843,,45723.0,75867.0,19500.0,70573.0,62700.0,0.8798,11.0
93001,lu ross academy,12,ventura,CA,6,12.0,,,,0.789189189189,,15711.0,,6333.0,21576.0,,,20.0
93301,lyles college of beauty,12,bakersfield,CA,6,11.0,,,,0.684210526316,,19746.0,,6333.0,15998.0,19500.0,,13.0
93710,lyles college of beauty,12,fresno,CA,6,11.0,,,,0.684210526316,,17560.0,,6333.0,15998.0,19500.0,,10.0
95403,lytles redwood empire beauty college,12,santa rosa,CA,6,21.0,,,,,,24603.0,,8682.0,24162.0,30400.0,,12.0
95841,mti college,12,sacramento,CA,6,21.0,3948.0,,0.8193,0.730452674897,,20336.0,,8836.0,40114.0,32700.0,,20.0
94904,college of marin,7,kentfield,CA,6,21.0,13169.0,,,0.141439205955,15517.0,,23789.0,10062.0,40037.0,37300.0,,16.0
95482,mendocino college,7,ukiah,CA,6,41.0,12745.0,,,0.093558282209,7500.0,,16746.0,10836.0,36657.0,30900.0,,16.0
94027,menlo college,5,atherton,CA,6,21.0,10112.0,,0.6781,0.540697674419,,27032.0,69879.0,21750.0,67691.0,46300.0,0.7024,12.0
95348,merced college,7,merced,CA,6,13.0,9403.0,,,0.04168618267,4260.0,,12722.0,,34933.0,28000.0,,27.0
94619,merritt college,7,oakland,CA,6,11.0,11786.0,,,0.099526066351,14742.0,,22559.0,,37955.0,37300.0,,29.0
94613,northeastern university oakland,5,oakland,CA,6,11.0,13020.0,1472.0,0.1654,0.735017123288,,,,24250.0,82813.0,65800.0,0.6204,14.0
92056,miracosta college,10,oceanside,CA,6,21.0,14341.0,,,0.044805709754,7178.0,,15713.0,9000.0,40003.0,31800.0,0.8537,22.0
95054,mission college,7,santa clara,CA,6,12.0,14394.0,,,0.065685164213,5198.0,,15047.0,,48076.0,37000.0,,18.0
93030,modern beauty academy,12,oxnard,CA,6,12.0,,,,,,11582.0,,,18099.0,18100.0,,15.0
95350,modesto junior college,7,modesto,CA,6,12.0,10447.0,,,0.059181897302,10176.0,,14769.0,,38275.0,31200.0,,28.0
94609,moler barber college,12,oakland,CA,6,11.0,,,,0.526785714286,,22135.0,,10556.0,23328.0,,,22.0
93940,middlebury institute of international studies monterey,5,monterey,CA,6,22.0,11647.0,,,0.882943143813,,,,13857.0,71957.0,61500.0,,1.0
93940,monterey peninsula college,7,monterey,CA,6,22.0,11492.0,,,0.010515247108,13498.0,,21993.0,,39059.0,35700.0,,23.0
93021,moorpark college,7,moorpark,CA,6,22.0,10891.0,,,0.088741721854,742.0,,9685.0,9500.0,42834.0,38500.0,,31.0
91789,mt san antonio college,7,walnut,CA,6,21.0,11553.0,,,0.102855051245,3107.0,,12077.0,5880.0,40699.0,36900.0,,24.0
90049,mount saint marys university,5,los angeles,CA,6,11.0,9244.0,,0.6872,0.580684596577,,25009.0,64637.0,25949.0,67516.0,59400.0,0.7557,11.0
92583,mt san jacinto community college district,7,san jacinto,CA,6,22.0,12842.0,,,0.066029003394,7098.0,,15091.0,,35018.0,30500.0,,31.0
90028,musicians institute,12,hollywood,CA,6,11.0,3155.0,,0.7129,,,37793.0,41795.0,,28071.0,30800.0,0.7564,6.0
94558,napa valley college,7,napa,CA,6,13.0,11674.0,,,0.073509015257,14046.0,,21563.0,10147.0,43030.0,44200.0,,16.0
94608,national holistic institute,12,emeryville,CA,6,21.0,,,,0.804635761589,,29199.0,,9500.0,26275.0,29700.0,,20.0
92123,national university,5,san diego,CA,6,11.0,9109.0,,,0.446808510638,,31058.0,37116.0,25000.0,65775.0,55000.0,0.5556,16.0
93943,naval postgraduate school,1,monterey,CA,6,22.0,15690.0,,,,,,,,,,,
92101,newschool of architecture and design,6,san diego,CA,6,11.0,7069.0,,1.0,0.459183673469,,48616.0,57642.0,31000.0,65312.0,40400.0,0.5857,6.0
95350,north adrians college of beauty inc,12,modesto,CA,6,12.0,,,,0.5,,20347.0,,11000.0,22305.0,18800.0,,30.0
91768,north west college pomona,12,pomona,CA,6,21.0,,,,0.677637947725,,33256.0,,9500.0,37352.0,32300.0,,27.0
91790,north west college west covina,12,west covina,CA,6,21.0,5883.0,,,0.680672268908,,28408.0,,9500.0,35038.0,29700.0,,24.0
